100
0,1.770464
0,1.982290
0,3.222024
0,3.619365
0,3.735033
0,4.479012
0,4.678337
0,5.111840
0,6.117776
0,6.354161
0,7.660055
0,8.089502
0,8.276214
0,9.516019
0,9.912817
0,10.020662
0,10.312870
0,10.325299
0,11.186012
0,11.965531
0,12.602118
0,12.776584
0,13.233062
0,14.185875
0,14.509142
0,15.908715
0,16.560091
0,17.284857
0,17.344581
0,17.496389
0,17.640872
0,17.647169
0,17.976987
0,18.276069
0,18.289859
0,18.648892
0,19.454016
0,20.283710
0,20.527316
0,20.847269
0,21.530825
0,21.919028
0,22.256430
0,22.339176
0,22.496076
0,22.536085
0,23.944188
0,24.305780
0,24.316498
0,24.674015
0,24.805041
0,25.033983
0,25.046928
0,25.947800
0,26.672775
0,27.910017
0,28.271024
0,28.891266
0,29.423317
0,29.540305
0,30.603783
0,31.462714
0,31.523236
0,31.836073
0,32.546338
0,32.681403
0,32.993016
0,33.843663
0,35.317063
0,35.523233
0,36.135058
0,36.401369
0,36.513368
0,36.906539
0,37.330451
0,37.473997
0,39.326449
0,39.331587
0,39.531620
0,39.805972
0,40.605374
0,41.170911
0,44.956347
0,45.790751
0,45.825434
0,45.875609
0,46.233416
0,46.707390
0,46.890663
0,47.132042
0,47.930323
0,48.032703
0,48.145654
0,49.283611
0,51.201168
0,51.949808
0,52.474919
0,54.354801
0,55.597704
0,55.964243
1,4.164555
1,5.157693
1,5.787601
1,6.530149
1,5.294297
1,6.507616
1,7.128730
1,8.404824
1,9.775309
1,7.721650
1,9.881424
1,10.756507
1,11.686391
1,13.484986
1,13.370926
1,12.036870
1,14.218698
1,12.054057
1,14.313684
1,15.303892
1,16.038895
1,14.626577
1,16.723028
1,16.887353
1,16.820417
1,19.446676
1,19.576774
1,20.704974
1,19.018556
1,18.814025
1,20.583376
1,22.136515
1,20.185467
1,22.598574
1,19.680307
1,22.008174
1,24.017462
1,24.273395
1,22.603360
1,23.291458
1,24.378039
1,25.297801
1,24.119590
1,24.621666
1,25.892457
1,25.167917
1,28.127636
1,25.159551
1,26.406495
1,28.473107
1,26.544891
1,29.508687
1,28.502318
1,28.968127
1,29.746233
1,30.198003
1,30.511542
1,32.816953
1,31.355042
1,30.315548
1,34.488756
1,34.783291
1,35.647396
1,35.447414
1,35.731217
1,35.413908
1,36.481631
1,37.767253
1,37.175734
1,38.547048
1,39.015307
1,40.900507
1,39.675524
1,40.449375
1,39.109038
1,40.001861
1,42.608341
1,41.219872
1,43.167952
1,42.590664
1,43.118884
1,45.162636
1,49.219455
1,49.824685
1,47.288121
1,48.397979
1,47.818482
1,50.034491
1,49.528075
1,49.815684
1,50.977851
1,52.091570
1,51.433503
1,53.004989
1,55.586346
1,55.892206
1,54.449098
1,57.696701
1,60.089884
1,58.040173
