100
0,0.136153
0,0.188861
0,0.323212
0,0.482636
0,0.591346
0,0.618761
0,0.754544
0,0.763216
0,0.781059
0,0.890072
0,1.138349
0,1.147229
0,1.182047
0,1.243833
0,1.271846
0,1.306955
0,1.383945
0,1.460525
0,1.598539
0,1.619966
0,1.636599
0,1.708907
0,2.147580
0,2.257154
0,2.280365
0,2.301690
0,2.915208
0,2.918393
0,2.962745
0,3.019365
0,3.038728
0,3.122688
0,3.148621
0,3.156591
0,3.160631
0,3.232442
0,3.295454
0,3.565145
0,3.606573
0,3.744204
0,3.961663
0,4.063907
0,4.090364
0,4.310313
0,4.340851
0,4.484640
0,4.544025
0,4.623494
0,4.763116
0,4.774284
0,4.965663
0,5.062726
0,5.063442
0,5.085502
0,5.128363
0,5.176455
0,5.205126
0,5.354373
0,5.461904
0,5.556787
0,5.604621
0,5.605147
0,5.626311
0,5.669768
0,5.832805
0,5.841622
0,6.056606
0,6.291350
0,6.299249
0,6.364219
0,6.696806
0,6.774859
0,6.792721
0,6.993786
0,6.994778
0,7.176361
0,7.180355
0,7.350022
0,7.529821
0,7.580291
0,7.626510
0,7.669060
0,7.734192
0,7.774294
0,7.815641
0,7.821539
0,7.868125
0,7.915681
0,7.940405
0,8.088736
0,8.105497
0,8.124868
0,8.332226
0,8.362551
0,8.497559
0,8.542961
0,8.597135
0,8.710941
0,8.816562
0,8.887671
1,0.162097
1,0.349528
1,0.478757
1,0.513564
1,0.633898
1,0.633427
1,1.052697
1,1.118878
1,0.796718
1,1.043438
1,1.577938
1,2.027925
1,1.502833
1,1.317019
1,1.298154
1,1.542719
1,2.423020
1,1.468746
1,1.844374
1,1.650649
1,2.035868
1,1.846411
1,2.350511
1,2.457331
1,2.316390
1,2.481626
1,3.160320
1,3.056516
1,2.980098
1,3.249876
1,3.315405
1,3.614766
1,3.148871
1,3.530250
1,3.521567
1,3.540368
1,3.490574
1,3.644570
1,3.784138
1,3.815658
1,4.289182
1,4.137605
1,4.174124
1,4.352541
1,4.463549
1,4.646002
1,4.634142
1,5.346763
1,5.026538
1,4.948785
1,5.512320
1,5.161415
1,5.176893
1,6.332863
1,5.197776
1,5.181864
1,5.531626
1,5.377817
1,5.610605
1,6.036184
1,5.730678
1,5.605297
1,5.918218
1,5.955972
1,6.072650
1,5.994949
1,6.191801
1,6.451147
1,6.477180
1,6.892663
1,6.888235
1,6.986669
1,7.265134
1,7.112792
1,7.040235
1,7.308881
1,7.295088
1,7.601798
1,7.581595
1,7.739079
1,7.711072
1,8.159688
1,8.270974
1,7.774937
1,7.890923
1,7.858937
1,8.630517
1,7.987097
1,8.106111
1,8.115599
1,8.188141
1,8.134038
1,8.383566
1,8.414457
1,8.505282
1,8.647340
1,8.770370
1,8.965722
1,8.926533
1,9.134856
